,Coord,Contrib,Cos²
therefore,0.0508591720902459,4.967568216461214e-05,0.0004564218879030448
thine,-0.971493813136775,0.016614863768977403,0.13553119290518026
thing,0.48431408693817257,0.005255405840993946,0.08769408781260327
think,-0.15693966432195736,0.0015372838578554203,0.013417637679278324
thou,-0.49891835228233894,0.02868239922465321,0.15919909881771444
though,0.252450874140474,0.0015299211127491998,0.02890887162972517
thoughts,-0.4393132455539624,0.003706413445161636,0.05945374814983465
thus,-0.24912345042633358,0.0033770085402217566,0.037502483148193586
thy,-0.823638874510957,0.06514017853026197,0.23365877733516802
till,-0.33177358753217956,0.002466241915893386,0.016712950677822774
time,0.07766994793752847,0.0003475622099836263,0.005216949308728585
tis,-0.010515539785770986,1.0794859594161795e-05,9.894924014896325e-05
tongue,-0.468141090973692,0.004208804886512878,0.08198359449627177
true,-0.1919700997218118,0.0012385413110671518,0.00731300350841169
two,0.27761454353315307,0.00197346047111583,0.030691037276880884
upon,-0.06348189082449375,0.00027087755407956737,0.0037267405796257173
us,0.12376787432093515,0.0012012570941030499,0.007736390134763618
use,0.540752737777879,0.005615684768074072,0.07408287686681814
watch,-0.26762403449475036,0.0013754838457786932,0.012518923245750496
welcome,1.3244684752920903,0.03368903094208981,0.268842700569047
well,0.29121079682253675,0.006785923679383217,0.05584261742752506
whose,0.1368548871795188,0.000659427909110527,0.004669197035531203
within,0.27258326581198505,0.0014269332182481804,0.031592343461519914
without,-0.305650716895352,0.0022426738428161534,0.021209405770104488
words,-0.20208982445130766,0.0010457620971506113,0.012719179724158921
world,0.059361448824596486,0.00010150922465673701,0.001885497060378847
would,0.6482564799091706,0.04169744494450457,0.3144755412349476
yet,0.2082148964284823,0.0022202280951344276,0.041041608913270106
young,0.492272409538743,0.004266067249584776,0.04256978741297533
youth,-0.5582339910840168,0.005485917358389507,0.04415145276722384
