,Coord,Contrib,Cos²
thou,0.6387366321517324,0.03241577839995665,0.26093076910260815
though,0.09222310588666928,0.00014078327304668792,0.0038579524585616626
thoughts,0.33447427940992763,0.0014814500391247955,0.03446323942749411
thus,0.049370257590486175,9.145132740192274e-05,0.0014728604152758561
thy,0.7370438745409088,0.03596816178031587,0.18710918593281328
till,0.3705023102743398,0.0021207534717410967,0.020842574112049195
time,0.16362735727061908,0.0010636399559289056,0.023153807654428836
tis,0.024976690427187788,4.199329252575635e-05,0.0005582376242090379
tongue,0.3411127823324417,0.0015408399988519176,0.04352807061375754
true,-0.20056741169161454,0.0009322241402312846,0.007982691407994279
two,-0.02616965030612389,1.209194412292562e-05,0.0002727237610637031
upon,-0.15629059877686516,0.0011321274241312559,0.0225889042595364
us,0.15815428848544447,0.0013525033066672087,0.012632358538543904
use,-0.002425599443729016,7.791116976886865e-08,1.4905912031991105e-06
watch,-0.14307018701749966,0.0002710565123097919,0.0035777915947552853
welcome,0.21572205780265122,0.0006162411071413652,0.007131881304483104
well,-0.24040083571453144,0.0031887631362037252,0.03805596744943514
whose,0.2733028738297888,0.0018133907155014881,0.01862129910327809
within,0.10797378882184605,0.00015438256010039117,0.004957013977477836
without,-0.362100054782967,0.002170344875668198,0.029766984716298454
words,0.2502147439945805,0.001105416867051627,0.01949826663048009
world,-0.05916546907495893,6.953275535139516e-05,0.001873067806318989
would,-0.03440898345413152,8.100571963997717e-05,0.0008860063303584245
yet,-0.007731208169770296,2.1106927720072066e-06,5.6584243965486396e-05
young,-0.027982336242616652,9.504755227265214e-06,0.000137549315069664
youth,-0.010741409621726485,1.4005401150443239e-06,1.6346884756038214e-05
